threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,brier_score
0.4049999999999999,0.8589743589743589,0.8162393162393162,0.8226495726495726,0.9871794871794872,0.8974358974358975,0.9605413105413105,0.9746587157384189,0.10730240263181919
