temperature,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,brier_score
0.9216806701347466,0.39499999999999996,0.8589743589743589,0.8162393162393162,0.8226495726495726,0.9871794871794872,0.8974358974358975,0.9605413105413105,0.9746588822385855,0.10869918759648171
