accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.842183530330658,0.9420837759971619,0.3153437077999115,0.7423664331436157,0.5333333015441895,1.3992382287979126,0.0010000000474974513
0.9105777144432068,0.9760474562644958,0.20160800218582153,0.7423664331436157,0.5,2.4000813961029053,0.0010000000474974513
0.928207278251648,0.981816291809082,0.16995809972286224,0.7423664331436157,0.5,3.089205265045166,0.0010000000474974513
0.9386151432991028,0.984997034072876,0.1534767597913742,0.7423664331436157,0.5,3.2070655822753906,0.0010000000474974513
0.9437128305435181,0.9882802963256836,0.13625949621200562,0.7423664331436157,0.5,2.896040201187134,0.0010000000474974513
0.9458369016647339,0.9897671937942505,0.12814107537269592,0.7423664331436157,0.5666666626930237,1.816848635673523,0.0005000000237487257
0.9488105177879333,0.9900057315826416,0.12605008482933044,0.7977099418640137,0.9550318717956543,0.565400242805481,0.0005000000237487257
0.9509345889091492,0.9908941388130188,0.11762025952339172,0.7786259651184082,0.8985718488693237,0.8398241996765137,0.0005000000237487257
0.9556074738502502,0.9907495975494385,0.116409532725811,0.9370229244232178,0.9913738965988159,0.17981752753257751,0.0005000000237487257
0.9532710313796997,0.9915964603424072,0.11353721469640732,0.9599236845970154,0.9946396946907043,0.08688326179981232,0.0005000000237487257
0.9568818807601929,0.991748034954071,0.11067865043878555,0.9370229244232178,0.9927924871444702,0.19699206948280334,0.0005000000237487257
0.9553950428962708,0.9917771816253662,0.11131482571363449,0.9713740348815918,0.9969627857208252,0.07381556928157806,0.0005000000237487257
0.9621919989585876,0.9933050870895386,0.09947261959314346,0.9580152630805969,0.9955441355705261,0.10983436554670334,0.0005000000237487257
0.9613423943519592,0.9936729669570923,0.0976746529340744,0.9427480697631836,0.9920212626457214,0.17216916382312775,0.0005000000237487257
0.9585811495780945,0.9941866397857666,0.09608374536037445,0.9675572514533997,0.99642014503479,0.08817332983016968,0.0005000000237487257
0.9575191140174866,0.9931795597076416,0.10137499868869781,0.8435114622116089,0.9908882975578308,0.3906058669090271,0.0005000000237487257
0.9596431851387024,0.9947102665901184,0.08986780047416687,0.9599236845970154,0.9966009259223938,0.10193996876478195,0.0002500000118743628
0.9653781056404114,0.9954665303230286,0.08398592472076416,0.9656488299369812,0.9963630437850952,0.10898308455944061,0.0002500000118743628
0.9643160700798035,0.9946213960647583,0.08897200971841812,0.8740457892417908,0.9859753847122192,0.34823012351989746,0.0002500000118743628
0.9643160700798035,0.9949718713760376,0.08573196828365326,0.9713740348815918,0.9966294765472412,0.08553599566221237,0.0002500000118743628
